"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"SOX11","Sox11",1.824156,0.641876,0.426295,226,144,95,0.964109,39.86486,47.923894,31.890278,5549,9189,6741,0,1.964109
"SOX12","Sox12",2.679085,1.524802,1.621758,150,166,183,1.94188166666667,14.727611,15.620659,15.178498,981,1446,1630,0.19035,2.47144257291273
"SOX13","Sox13",2.993017,2.309469,2.385448,113,140,181,2.56264466666667,1.997853,1.636262,1.756838,90,77,108,37.9244873333333,0.0915270800141217
"SOX14","Sox14",0.2842,0.566814,0.949576,8,26,37,0.600196666666667,0.066651,0.144349,0.222214,2,6,10,0.0329863333333333,1.54909761632858
"SOX15","Sox15",0,0,0,0,0,0,0,0.511903,0.413001,0.581931,8,9,14,0.0859626666666667,0.920841968784685
"SOX17","Sox17",2.094041,2.776538,2.754684,42,90,66,2.54175433333333,0,0,0,0,0,0,0.874579,1.88935986871363
"SOX18","Sox18",2.872785,2.469266,2.078808,53,93,82,2.47361966666667,0.109244,0.114342,0.082784,2,3,3,0,3.47361966666667
"SOX2","Sox2",9.662842,8.297309,9.290101,264,424,469,9.08341733333333,0.646423,0.195344,0.05427,24,10,3,0.678479333333333,6.00747184256861
"SOX21","Sox21",1.821647,1.743357,1.619564,85,161,154,1.72818933333333,0.1296,0,0,5,0,0,6.00777866666667,0.389308718654356
"SOX3","Sox3",0.747967,0.676354,0.487427,14,27,21,0.637249333333333,0,0.026427,0.043749,0,1,2,1.07145466666667,0.790386272835
"SOX30","Sox30",0,0.057017,0.056433,0,4,4,0.0378166666666667,0.040632,0.150037,0.056399,1,5,3,7.387827,0.123728906982305
"SOX4","Sox4",3.738644,2.193926,2.179752,243,266,263,2.70410733333333,29.042171,60.477797,39.386563,2083,5983,4371,0.139965,3.24931671878815
"SOX5","Sox5",14.50873,2.729375,2.172146,505,274,252,6.47008366666667,0.719177,0.285196,0.157546,25,15,6,0.109449666666667,6.73314336928008
"SOX6","Sox6",10.653652,1.419452,2.002703,387,206,237,4.69193566666667,0.39343,0.024803,0.017286,15,2,3,2.822491,1.48906450444662
"SOX7","Sox7",0.640718,0.262257,0.328563,31,23,29,0.410512666666667,0.243225,0.284259,0.267673,12,19,20,0.0744603333333333,1.31276383399915
"SOX8","Sox8",12.435249,11.908278,11.877133,447,865,842,12.0735533333333,0.859014,0.613721,1.012416,46,46,85,5.79770233333333,1.92323121729318
"SOX9","Sox9",5.041566,2.271414,3.196423,290,240,331,3.50313433333333,0.509221,0.024597,0,30,2,0,0.0384106666666667,4.33656401834599
"SP1","Sp1",15.773902,1.306241,7.982256,431,242,291,8.354133,2.811821,1.536795,1.47671,303,265,269,0.216469,7.68957778619924
"SP100","Sp100",2.71952,2.270509,1.488599,41,62,74,2.15954266666667,2.093011,0.857072,0.260653,46,29,20,0.083368,2.91640759803379
"SP110","Sp110",0.970072,0.652623,0.662149,19,26,34,0.761614666666667,0.379445,0.052694,0.09957,11,5,5,0.257999,1.40033073688188
"SP2","Sp2",4.211212,1.623938,2.081665,183,134,164,2.63893833333333,5.032727,5.88524,6.370919,141,191,162,0,3.63893833333333
"SP3","Sp3",16.207527,10.27581,10.172418,749,747,546,12.218585,8.506697,7.906093,6.360149,560,726,547,4.10091,2.59141702166868
"SP4","Sp4",4.22188,2.780593,3.075054,328,351,270,3.35917566666667,3.958001,1.804473,1.432644,174,203,175,0,4.35917566666667
"SP5","Sp5",0.091037,0.087277,0.102566,2,4,5,0.0936266666666667,0,0,0,0,0,0,0.0815416666666667,1.01117386446816
"SP6","Sp6",0.117754,0.092848,0.090563,6,9,9,0.100388333333333,0.118073,0.085335,0.198415,7,7,18,0,1.10038833333333
"SP7","Sp7",0.432161,0.317451,0.339667,19,26,28,0.363093,0.042243,0.098574,0,2,4,0,5.95095266666667,0.196101608709943
"SP8","Sp8",0.377929,0.159722,0.150823,23,16,15,0.229491333333333,0,0.014192,0.012393,0,1,1,0.169219333333333,1.05154892523729
"SP9","Sp9",0.674501,0.245842,0.36001,39,27,28,0.426784333333333,0,0.021491,0,0,1,0,0.014176,1.4068409559419
"SPA17","Spa17",3.300622,4.026283,5.424372,16,50,66,4.25042566666667,6.726309,9.524614,9.235423,143,222,228,0,5.25042566666667
"SPAAR","Spaar",0.275939,0.155094,0.243701,11,11,18,0.224911333333333,2.148935,0.069025,2.701547,6,1,12,0,1.22491133333333
"SPACA1","Spaca1",0,0.184105,0,0,4,0,0.0613683333333333,0,0,0,0,0,0,0,1.06136833333333
"SPACA3","Spaca3",0,0,0,0,0,0,0,0.242844,0.237303,0.112466,3,4,2,0.0705946666666667,0.934060322861064
"SPACA4","Spaca4",0,0,0,0,0,0,0,0.080127,0.115419,0,1,2,0,0,1
"SPACA5B","Spaca5",0.15932,0.090987,0.268689,1,1,3,0.172998666666667,0,0,0,0,0,0,0.0256933333333333,1.14361537561584
"SPACA6","Spaca6",33.107467,9.654594,13.805299,110,84,77,18.8557866666667,11.038273,5.945617,5.854157,86,65,58,1.57548533333333,7.70953202865583
"SPACA7","Spaca7",0,0,0,0,0,0,0,0,0.09404,0.088796,0,1,1,0.0281543333333333,0.97261662727029
"SPACA9","Spaca9",0.381224,1.421925,2.242296,2,11,15,1.34848166666667,4.494336,4.536377,5.780073,123,176,211,0,2.34848166666667
"SPAG1","Spag1",2.497064,2.274485,2.763973,91,159,158,2.51184066666667,7.700476,6.822265,3.892948,147,212,196,0.064491,3.29907971665957
"SPAG16","Spag16",0.460325,0.561397,0.337852,20,36,23,0.453191333333333,15.491782,12.885159,12.663899,212,274,247,0.0562763333333333,1.37576814652984
"SPAG17","Spag17",0.237108,0.082365,0.114359,9,11,13,0.144610666666667,2.978227,0.896238,1.758182,35,20,43,0.125394333333333,1.01707520001137
"SPAG4","Spag4",1.479409,1.339801,3.767327,25,58,69,2.19551233333333,9.102853,6.31744,6.705726,64,67,83,16.1396953333333,0.186439272763425
"SPAG5","Spag5",2.142737,3.914279,1.769622,76,138,126,2.60887933333333,7.925899,14.827575,6.159879,99,188,130,70.183198,0.0506984714754363
"SPAG6","Spag6",1.166378,1.191404,0.744062,13,25,16,1.033948,0.166013,0.144075,0.019277,6,8,1,1.523931,0.805865136566729
"SPAG7","Spag7",44.819661,47.389548,37.057603,320,617,575,43.0889373333333,53.304634,51.266232,48.964694,676,880,896,13.3646336666667,3.06926987185495
"SPAG8","Spag8",1.602106,1.119802,1.594743,16,39,41,1.43888366666667,1.19115,1.153172,1.239773,12,20,26,0.202269666666667,2.02856624789391
"SPAG9","Spag9",67.377312,36.553245,36.403616,6554,6185,5966,46.7780576666667,78.813306,77.388823,88.030431,2537,4052,3740,0.324538666666667,36.0714706705429
"SPAM1","Hyal5",0,0,0,0,0,0,0,0,0,0,0,0,0,0.095587,0.912752706996341
"SPARC","Sparc",189.974995,277.987702,316.4802,5769,15012,17475,261.480965666667,1403.124364,6.005973,40.564566,9134,144,331,0,262.480965666667
"SPARCL1","Sparcl1",693.745789,507.783663,524.854564,26145,34543,35237,575.461338666667,1.252683,0.038208,0.017961,35,2,1,0.138668333333333,506.259216833699
"SPAST","Spast",16.717155,8.61007,7.266344,792,893,668,10.864523,21.248722,22.982968,18.879244,1290,1831,1615,0,11.864523
"SPATA1","Spata1",2.365038,1.310112,1.45515,17,14,21,1.7101,0.858875,0,0.593948,2,0,2,0.0550003333333333,2.56881435424507
"SPATA13","Spata13",2.872003,1.403662,1.534633,158,132,127,1.936766,6.545729,1.821948,3.132837,367,251,368,0.519985333333333,1.93210153782186
"SPATA16","Spata16",0.040229,0,0,1,0,0,0.0134096666666667,0,0.146987,0.137845,0,3,3,0.353072666666667,0.748969136419872
"SPATA17","Spata17",0,0.576417,0.21555,0,10,8,0.263989,7.651019,3.476701,4.790984,53,49,51,36.9093353333333,0.0333424205116196
"SPATA18","Spata18",0.108131,0.241625,0.217678,3,12,11,0.189144666666667,0.513007,0.233722,0.236657,20,9,8,0,1.18914466666667
"SPATA19","Spata19",0.329645,0.189858,0.09334,2,2,1,0.204281,0.146075,0,0,1,0,0,0.066177,1.12953196326689
"SPATA2","Spata2",14.393037,10.345832,10.032795,867,1068,974,11.5905546666667,3.174149,4.400475,3.505078,208,394,333,0.303041666666667,9.66243443225786
"SPATA20","Spata20",0.433514,0.043615,0,4,3,0,0.159043,51.711048,51.185516,47.278406,1318,1736,1906,0.507969,0.768611954224523
"SPATA21","Spata21",0.148252,0.413224,0.24425,3,11,8,0.268575333333333,0.503016,0.027508,0.152633,9,2,3,4.18327333333333,0.244744054915105
"SPATA22","Spata22",0.06044,0.069889,0,1,2,0,0.043443,0,2.433558,0,0,1,0,13.9223923333333,0.0699246459074245
"SPATA24","Spata24",3.892728,7.698406,5.228642,22,63,50,5.606592,4.612909,6.513064,4.683822,33,57,43,0.240433,5.32603695644989
"SPATA25","Spata25",0,0,0,0,0,0,0,1.244456,0.736222,0.851254,11,9,11,0,1
"SPATA2L","Spata2l",11.234051,8.855903,6.19639,399,568,415,8.76211466666667,5.104809,6.509173,5.445851,122,226,256,0.0831723333333333,9.01252216867922
"SPATA3","Spata3",0.398685,0.530871,0.791546,3,11,16,0.573700666666667,0,0,0,0,0,0,0,1.57370066666667
"SPATA31A7","Spata31",0,0,0,0,0,0,0,0.527933,0.386639,0.242077,3,3,2,75.2299253333333,0.0131182077855549
"SPATA32","Spata32",0.358197,0.119801,0.393406,5,3,10,0.290468,0.069107,0.177579,0.155211,2,7,5,0.0411043333333333,1.23951842162473
"SPATA33","Spata33",8.482033,3.397781,4.292221,71,89,101,5.39067833333333,7.974038,11.202079,7.251305,141,250,219,0,6.39067833333333
"SPATA4","Spata4",0.533975,0,0.131863,7,0,3,0.221946,0.428412,0.352233,0.739049,6,5,11,0,1.221946
"SPATA45","Spata45",0,0.190577,0.189015,0,1,1,0.126530666666667,0.688048,0.169244,0.158203,3,1,1,1.116987,0.532138679484884
"SPATA46","Spata46",0,0,0,0,0,0,0,0.57131,0.377921,0.435262,8,13,4,0.045201,0.956753772719314
"SPATA48","Spata48",0.264937,0,0.150998,5,0,5,0.138645,0.042828,0,0,1,0,0,0,1.138645
"SPATA5","Spata5",19.601319,17.614762,13.266256,179,252,225,16.8274456666667,0.983057,0.817219,0.597279,117,144,114,67.664311,0.25963190203229
"SPATA6","Spata6",26.566035,19.228585,17.568925,64,116,145,21.1211816666667,8.011945,9.941459,4.14751,151,211,163,0.084879,20.3904598270099
"SPATA7","Spata7",5.821771,7.50666,7.578069,162,351,369,6.96883333333333,14.86821,12.600455,12.359568,350,481,476,0.203719,6.62017741128397
"SPATA9","Spata9",1.538186,0.716602,0.527198,20,16,12,0.927328666666667,0.895388,0.202248,0.664669,9,5,10,0.497278666666667,1.28722108287124
"SPATC1","Spatc1",0,0,0,0,0,0,0,0.03782,0.043654,0.126066,1,2,5,0.0839606666666667,0.922542699888864
"SPATC1L","Spatc1l",0.057726,0,0,1,0,0,0.019242,10.029424,9.32999,10.808054,156,209,267,2.100512,0.328733447895057
"SPATS1","Spats1",1.7539,1.683355,1.657196,27,48,48,1.69815033333333,0.862088,0.244779,0.199955,27,16,19,0.0971776666666667,2.45917358264371
"SPATS2","Spats2",12.697331,8.961173,7.749707,345,501,460,9.802737,42.102657,47.388493,45.782777,739,1167,1112,0,10.802737
"SPATS2L","Spats2l",28.738477,26.619323,22.987005,345,386,364,26.114935,24.00547,18.826546,29.08547,415,415,709,0.159123,23.3926296001373
"SPC24","Spc24",0.582664,1.276802,2.13554,9,22,35,1.33166866666667,0.603204,0.30921,0.218741,12,8,7,0,2.33166866666667
"SPC25","Spc25",0.899328,0.355027,0.129271,8,11,4,0.461208666666667,0.283816,0.286604,0.139971,5,7,4,0.00425533333333333,1.45501708396869
"SPCS1","Spcs1",92.647349,116.347876,124.897593,687,1501,1607,111.297606,49.576583,46.508783,43.330763,565,717,752,11.6112883333333,8.90453084822288
"SPCS2","Spcs2",49.893865,55.956965,55.212237,736,1402,1339,53.687689,312.537555,378.889226,331.878645,1003,1498,1303,0.011823,54.0486715561912
"SPCS3","Spcs3",23.653365,21.502412,18.344026,1213,1899,1581,21.166601,20.896454,16.881901,17.267082,1511,1656,1732,0.0693403333333333,20.729229328611
"SPDEF","Spdef",0.078553,0.301537,0.719331,1,7,15,0.366473666666667,0.435437,0.255716,0.326059,12,10,14,0,1.36647366666667
"SPDL1","Spdl1",0.138977,0.148514,0.250748,5,5,11,0.179413,22.131582,15.184784,12.442081,259,272,281,0,1.179413
"SPDYA","Spdya",0.449193,0.1755,0.222975,12,8,10,0.282556,0.754842,0.788097,0.575842,15,13,16,0.445555,0.887241232606162
"SPECC1","Specc1",16.949562,9.190844,12.352404,1511,1378,1330,12.8309366666667,34.036359,44.425575,31.158366,582,653,747,0,13.8309366666667
"SPECC1L","Specc1l",9.212419,5.208284,5.954735,841,838,841,6.79181266666667,18.230031,15.507404,12.069287,1432,1614,1289,0.00710166666666667,7.73686800902259
"SPEF1","Spef1",4.77887,3.70834,2.178205,107,127,106,3.55513833333333,0.318473,0.649051,0.766507,8,21,28,0.193821333333333,3.81559468418501
"SPEF2","Spef2",0.384751,0.396059,0.238272,33,35,35,0.339694,4.423256,5.485101,3.795319,239,419,401,0,1.339694
"SPEG","Speg",43.04004,26.195445,24.985229,1182,989,983,31.4069046666667,33.752838,25.692477,21.507069,1033,1134,1264,0.0915993333333333,29.6875453081381
"SPEM1","Spem1",0.23522,0.04337,0,3,1,0,0.0928633333333333,0.077481,0.054178,0,1,1,0,7.50578233333333,0.128484751961087
"SPEM2","Spem2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.482567,0.674505772757656
"SPEN","Spen",9.752741,1.089098,2.249121,1022,254,382,4.36365333333333,14.487085,12.463801,11.383917,1386,1851,1248,0,5.36365333333333
"SPESP1","Spesp1",0,0,0,0,0,0,0,0.156542,0,0,1,0,0,0.319768333333333,0.757708739286314
"SPG11","Spg11",2.68143,0.936111,1.210952,313,199,248,1.60949766666667,36.73811,39.339113,37.859357,663,921,849,0.0695983333333333,2.43969870309571
"SPG21","Spg21",14.441976,19.720082,20.842558,281,697,696,18.334872,44.396737,41.549348,40.64985,852,1184,1228,0.437930666666667,13.4463173004169
"SPG7","Spg7",33.969942,35.526623,38.390159,494,885,946,35.9622413333333,65.047204,53.272622,46.842978,1372,1794,1502,0.577203666666667,23.4353001546408
"SPHK1","Sphk1",2.094661,2.281521,2.780666,47,83,103,2.385616,0.696255,0.335274,0.631915,18,9,19,0,3.385616
"SPHK2","Sphk2",11.102549,8.832231,10.399799,265,413,369,10.1115263333333,22.653624,29.30776,24.578604,459,862,819,0.0681353333333333,10.4027326749482
"SPHKAP","Sphkap",40.642629,21.571584,23.999206,2820,2336,2178,28.7378063333333,0.839161,0.441095,1.327312,95,67,170,0.0193866666666667,29.1722535773145
"SPI1","Spi1",2.000219,5.336873,2.361877,20,67,56,3.23298966666667,0.1449,0.104119,0.094804,1,1,2,3.20267333333333,1.00721358310028
"SPIB","Spib",0,0,0.013216,0,0,1,0.00440533333333333,0.391812,0.415084,0.202079,20,13,16,1.08973733333333,0.480637119944261
"SPIC","Spic",0,0,0.081402,0,0,3,0.027134,0,0,0,0,0,0,0.168699,0.878869580619133
"SPICE1","Spice1",9.639891,5.592395,5.979364,141,173,169,7.07055,4.198208,0.942413,2.179942,87,73,109,2.45151,2.33826643990601
"SPIDR","Spidr",1.140052,0.878809,0.741044,57,75,63,0.919968333333333,54.056639,56.737783,37.2176,304,381,358,0,1.91996833333333
"SPIN1","Spin1",47.583136,33.302802,28.500663,3119,3784,3273,36.4622003333333,68.979899,69.509171,61.824498,3721,5421,4893,0.222744666666667,30.6377949171182
"SPIN4","Spin4",0.206638,0.273897,0.248944,11,24,19,0.243159666666667,5.335091,4.359443,4.227778,331,365,359,0.140583,1.08993353983591
"SPINDOC","Spindoc",7.72918,17.722668,15.190698,169,437,413,13.5475153333333,20.919411,21.161337,17.204507,389,548,542,0.0118866666666667,14.3766251820033
"SPINK1","Spink1",0,0,0,0,0,0,0,0.19948,0.147565,0,3,3,0,0.186994333333333,0.842464005023332
"SPINK13","Spink13",0,0.131901,0,0,2,0,0.043967,0.158959,0,0.099908,1,0,1,2.126326,0.333927747778063
"SPINK2","Spink2",0,0,0,0,0,0,0,0,0.226299,0.21264,0,1,1,0.0867283333333333,0.920193179221425
"SPINK4","Spink4",4.795776,0,0,1,0,0,1.598592,0,0,0,0,0,0,0.00784133333333333,2.5783741091521
"SPINK6","Spink6",0,0,0,0,0,0,0,3.703483,6.545261,6.690667,15,27,28,0.326441,0.75389708249368
"SPINK7","Spink7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPINK8","Spink8",17.003206,34.875504,25.156202,42,42,47,25.678304,0,0.218175,0,0,1,0,0,26.678304
"SPINT1","Spint1",1.529513,1.844145,1.392301,24,54,43,1.588653,4.034878,5.422562,10.059981,90,159,294,90.672336,0.0282381044593431
"SPINT2","Spint2",12.796729,16.993883,16.242449,180,456,454,15.3443536666667,202.447748,191.138416,168.333065,1216,1491,1553,0.0310416666666667,15.8522727015559
"SPINT4","Spint4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.537239,0.650516933281032
"SPIRE1","Spire1",36.907926,23.822601,20.722168,2519,2704,2231,27.1508983333333,16.685725,20.216897,15.712455,935,1348,1283,2.43732533333333,8.18976838192797
"SPIRE2","Spire2",5.678046,6.76893,6.813311,173,401,413,6.42009566666667,19.409491,23.981667,19.885548,480,803,808,0,7.42009566666667
"SPN","Spn",0.159835,0.039428,0.096065,9,4,7,0.0984426666666667,0.305462,0.239585,0.181098,22,27,19,0.456123666666667,0.754360836110303
"SPNS1","Spns1",41.011042,36.995871,38.446404,506,854,794,38.8177723333333,30.108186,27.27444,20.95582,378,556,522,0,39.8177723333333
"SPNS2","Spns2",18.805507,16.70318,17.850521,604,1017,989,17.7864026666667,19.248345,29.048415,24.140721,569,1042,1012,0.423543,13.1969337537866
"SPNS3","Spns3",0.016497,0.139502,0.131214,1,4,9,0.0957376666666667,0.815074,1.180959,0.70582,4,11,6,0.092802,1.0026863664842
"SPO11","Spo11",0.161193,0.031646,0.295639,5,3,6,0.162826,0,0,0,0,0,0,0,1.162826
"SPOCK1","Spock1",57.600063,29.032684,28.844956,3874,3072,3123,38.4925676666667,88.899265,64.994182,55.937077,3640,3449,2944,0,39.4925676666667
"SPOCK2","Spock2",144.815905,57.463133,61.200442,11549,8369,9050,87.8264933333333,142.267095,137.384287,126.433218,6972,8814,10035,0.744246,50.9254390340201
"SPOCK3","Spock3",39.236229,40.177193,31.442612,1567,2664,1850,36.9520113333333,18.311776,21.879646,8.117655,547,904,348,16.355093,2.18679389003178
"SPON1","Spon1",12.518771,7.925218,8.100939,1174,1335,1373,9.514976,4.942725,0.590931,0.494736,367,34,29,1.077919,5.06033969562817
"SPON2","Spon2",0.070675,0.03882,0.161409,1,1,3,0.0903013333333333,7.883074,1.586866,5.065654,91,29,47,0.098904,0.992171594000325
"SPOP","Spop",116.753927,50.579096,55.266741,2411,2141,2262,74.1999213333333,34.550167,34.43678,28.778036,610,854,745,1.24534233333333,33.4915171806764
"SPOPL","Spopl",34.766253,21.363708,19.240988,248,283,209,25.1236496666667,4.592208,3.485172,3.412731,379,454,405,0.189210333333333,21.9672239085264
"SPOUT1","Spout1",11.682867,12.424591,15.106157,264,564,586,13.071205,11.317726,12.484338,7.963467,220,390,310,0,14.071205
"SPP1","Spp1",13.012783,16.379409,26.7963,244,539,877,18.7294973333333,218.931629,30.989783,103.224482,688,162,542,0.107529333333333,17.8139727224681
"SPP2","Spp2",0,0.227268,0.53215,0,4,10,0.253139333333333,8.099342,2.850055,2.720171,19,9,9,0.0539706666666667,1.18896983850278
"SPPL2A","Sppl2a",12.20806,10.201836,7.501583,674,898,624,9.970493,8.167714,6.239136,7.625354,235,273,275,0,10.970493
"SPPL2B","Sppl2b",24.549808,25.950046,32.622671,282,476,512,27.7075083333333,41.807782,42.861095,31.977148,761,1061,965,0.109983333333333,25.8630084535804
"SPPL2C","Sppl2c",0,0,0,0,0,0,0,0.11855,0.042905,0.040531,4,2,2,1088.42410133333,0.000917916171283628
"SPPL3","Sppl3",23.66195,17.016173,11.83981,879,989,878,17.5059776666667,41.029801,40.736226,35.299904,975,1445,1296,11.3073996666667,1.50364643774332
"SPR","Spr",12.809064,17.407422,17.847941,216,512,533,16.0214756666667,4.198792,2.806886,4.65296,83,76,136,0,17.0214756666667
"SPRED1","Spred1",40.122531,25.380205,18.204598,3594,3965,2752,27.9024446666667,2.938643,3.349863,3.063186,330,514,481,0,28.9024446666667
"SPRED2","Spred2",23.509626,7.637941,7.352463,1324,816,794,12.8333433333333,14.899879,18.433456,15.653549,686,1193,1128,0.0257406666666667,13.4861995657122
"SPRED3","Spred3",10.969479,4.118393,3.945772,581,375,410,6.344548,23.767245,24.929701,23.468292,1298,2012,1931,5.747938,1.08841367540721
"SPRN","Sprn",45.349125,28.849849,26.408713,1976,2245,2099,33.5358956666667,12.886641,10.225814,10.718179,574,633,755,1.392903,14.4326350322878
"SPRR1A","Sprr1a",0,0,0.118643,0,0,2,0.0395476666666667,0,0,0,0,0,0,0,1.03954766666667
"SPRR1B","Sprr1b",0,0,0,0,0,0,0,0,0,0,0,0,0,8.082878,0.110097262123305
"SPRR3","Sprr3",0,0,0,0,0,0,0,0,0.112948,0.213653,0,1,2,0.0710886666666667,0.933629522112393
"SPRR4","Sprr4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPRTN","Sprtn",3.714603,1.920416,1.771608,201,226,192,2.46887566666667,4.260437,5.305647,4.34747,153,203,169,0,3.46887566666667
"SPRY1","Spry1",2.371013,1.914574,2.206459,74,110,129,2.16401533333333,1.369559,0.145063,0.494569,35,7,10,0.0412086666666667,3.03879081554578
"SPRY2","Spry2",16.886635,14.521255,12.755961,489,742,639,14.7212836666667,2.703823,1.952391,1.969234,94,92,100,5.407232,2.4536779168706
"SPRY4","Spry4",3.154065,1.977781,1.87402,228,257,247,2.33528866666667,11.341793,8.228744,7.334114,752,876,849,0.657801333333333,2.01187476424598
"SPRYD4","Spryd4",3.258847,4.12455,4.584113,70,158,178,3.98917,1.174538,1.266507,1.183722,212,311,309,0.117996,4.46260093953824
"SPRYD7","Spryd7",21.818014,26.00258,25.136238,671,1368,1308,24.318944,20.502761,29.406015,17.873218,294,432,412,2.66508533333333,6.90814584035151
"SPSB1","Spsb1",10.115357,7.855898,5.452132,281,293,269,7.80779566666667,13.265001,7.01135,6.910317,444,360,342,1.050474,4.29549248937888
"SPSB2","Spsb2",1.287947,1.995366,2.285096,19,59,64,1.85613633333333,2.349037,2.306458,1.547532,34,44,40,3.05963633333333,0.703544874175511
"SPSB3","Spsb3",44.373075,63.860646,53.119038,494,1108,1141,53.784253,4.504411,2.289449,2.995955,100,66,65,0,54.784253
