"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"SNX12","Snx12",5.213342,6.077012,6.740261,212,205,154,6.010205,15.769439,15.490462,13.541606,458,411,336,0.447263,4.84376716602304
"SNX13","Snx13",8.876207,10.012007,10.931283,1077,966,870,9.93983233333333,6.803647,5.082353,3.002799,313,314,171,0,10.9398323333333
"SNX14","Snx14",2.811035,2.706963,3.248092,240,220,194,2.92203,49.72914,58.322231,44.296625,408,466,306,0.716279,2.28519372433037
"SNX15","Snx15",4.070692,1.825071,5.05687,82,63,70,3.65087766666667,11.864882,7.639761,7.557857,165,138,134,0.226890333333333,3.79078515846703
"SNX16","Snx16",1.241716,0.936353,0.704804,65,58,37,0.960957666666667,2.401157,2.200696,1.846258,61,51,44,0.0395226666666667,1.88640202811034
"SNX17","Snx17",12.57854,18.073694,16.480317,443,475,412,15.7108503333333,30.343354,26.581292,22.218356,964,932,743,0,16.7108503333333
"SNX18","Snx18",1.778245,1.810289,1.962234,232,210,185,1.850256,2.791251,1.974563,1.997578,254,183,186,0.0412886666666667,2.73723904930621
"SNX19","Snx19",3.359232,3.639263,3.930146,477,482,425,3.64288033333333,13.061915,7.65863,6.705005,918,690,553,0,4.64288033333333
"SNX2","Snx2",6.46421,5.018399,7.678103,327,273,261,6.386904,75.931484,73.693843,54.983974,888,855,576,0.0199043333333333,7.24274204802869
"SNX20","Snx20",0.117112,0.205307,0.08032,5,10,3,0.134246333333333,0,0.025315,0,0,1,0,0.103052,1.02828002064575
"SNX21","Snx21",5.820421,6.861131,6.191894,178,165,128,6.29114866666667,11.278554,9.577092,6.954335,476,376,323,0,7.29114866666667
"SNX24","Snx24",1.977133,2.639164,2.050921,90,69,77,2.222406,38.257022,27.175954,24.737351,409,350,331,0,3.222406
"SNX25","Snx25",2.684094,3.268646,3.524716,126,110,85,3.159152,3.692399,3.050499,3.770088,189,161,140,0.481092666666667,2.80816460280001
"SNX27","Snx27",2.700279,2.80765,4.07571,409,382,312,3.19454633333333,3.863059,3.240069,2.608207,492,399,310,0,4.19454633333333
"SNX29","Snx29",1.443821,0.728041,0.911648,45,38,30,1.02783666666667,1.097534,0.485268,0.388552,125,78,68,0.00774966666666667,2.01224245836185
"SNX3","Snx3",20.238558,22.414656,22.694123,668,689,534,21.7824456666667,54.357492,64.392668,48.132921,1107,1301,964,0,22.7824456666667
"SNX30","Snx30",0.391496,0.438174,0.46487,93,63,81,0.431513333333333,1.641785,1.035307,0.441835,143,107,65,0.0430873333333333,1.3723810917718
"SNX31","Snx31",0,0,0,0,0,0,0,0,0,0,0,0,0,2.32889533333333,0.300399952496754
"SNX32","Snx32",1.751959,1.806243,1.556624,70,66,46,1.704942,0.592852,0.197216,0.607971,20,7,24,0,2.704942
"SNX33","Snx33",0.77661,0.641038,0.678813,123,95,77,0.698820333333333,2.260228,2.508659,2.096338,203,189,150,0,1.69882033333333
"SNX4","Snx4",3.920066,3.806821,4.568351,316,298,285,4.09841266666667,14.813092,12.828354,8.554673,253,220,174,0.210825333333333,4.2106921009251
"SNX5","Snx5",26.634955,27.258552,32.689429,626,647,538,28.8609786666667,28.947153,28.819448,18.497313,569,537,403,0.0966623333333333,27.2289635187008
"SNX6","Snx6",39.5977,47.224291,30.786149,252,272,211,39.2027133333333,25.320758,20.002506,14.673645,682,709,687,0.364062333333333,29.4727831352771
"SNX7","Snx7",1.422025,1.929789,1.758746,57,67,48,1.70352,6.357333,9.183033,4.628588,151,167,135,0.0816656666666667,2.49940446786237
"SNX8","Snx8",1.229276,1.351279,1.837701,100,102,93,1.472752,13.296146,6.810687,4.808142,251,155,132,0.0400046666666667,2.37763548496898
"SNX9","Snx9",2.888563,3.22799,4.059003,315,329,290,3.391852,6.503143,4.950383,4.623601,548,412,382,0,4.391852
"SOAT1","Soat1",0.438182,1.818816,1.407071,56,51,39,1.22135633333333,1.875601,1.121772,0.677226,132,139,87,0,2.22135633333333
"SOAT2","Soat2",0.038728,0,0,2,0,0,0.0129093333333333,0.053938,0.057295,0,2,2,0,0,1.01290933333333
"SOBP","Sobp",1.397588,1.232056,2.057513,210,190,205,1.56238566666667,2.529552,1.842012,2.079661,305,221,225,0,2.56238566666667
"SOCS1","Socs1",0.011762,0.022677,0.035109,1,2,2,0.0231826666666667,0.041318,0.243067,0.320257,1,5,7,0,1.02318266666667
"SOCS2","Socs2",7.842414,7.025335,8.644034,407,381,258,7.837261,0.215717,0.202193,0.213385,3,5,3,1.390049,3.69752293781425
"SOCS3","Socs3",1.469842,1.569607,0.555141,53,31,31,1.19819666666667,17.676607,14.933918,18.165338,1050,821,1007,0.0750323333333333,2.04477260683942
"SOCS4","Socs4",1.662315,1.224479,1.59663,231,216,200,1.49447466666667,1.980616,1.509809,0.745945,112,98,85,0.00531633333333333,2.48128333735086
"SOCS5","Socs5",2.682076,2.089481,3.002644,314,282,263,2.59140033333333,2.896598,2.034834,1.195661,156,132,77,0.0383513333333333,3.45875256095079
"SOCS6","Socs6",3.380725,2.644364,2.322558,283,215,201,2.782549,6.705566,5.065345,3.881951,413,361,265,0.762824666666667,2.14573183114827
"SOCS7","Socs7",2.341853,2.185551,1.760448,354,352,230,2.09595066666667,1.624516,1.322261,1.179865,279,217,199,2.386129,0.91430381614719
"SOD1","Sod1",99.448337,103.504221,101.055418,1437,1379,1042,101.335992,144.57796,130.904796,128.090948,1957,1778,1714,0,102.335992
"SOD2","Sod2",132.244495,159.337234,126.040559,5722,5541,4694,139.207429333333,72.713226,43.201454,45.60563,2693,2452,2211,0,140.207429333333
"SOD3","Sod3",2.108013,2.062118,2.198555,259,247,190,2.12289533333333,27.659846,37.111334,21.228827,179,199,166,0.00677233333333333,3.10188831172357
"SOGA1","Soga1",0.734832,1.264868,1.104753,192,169,137,1.03481766666667,4.191666,3.201301,2.784664,1306,956,826,0,2.03481766666667
"SOGA3","Soga3",0,0,0,0,0,0,0,0.110822,0.084217,0.011318,2,1,1,0.081515,0.92462887708446
"SOHLH1","Sohlh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.193151,0.83811688545708
"SOHLH2","Sohlh2",0.027535,0,0,2,0,0,0.00917833333333333,0.048869,0.048476,0.024722,2,2,1,0,1.00917833333333
"SON","Son",27.867103,22.425601,21.669136,3203,2661,2003,23.98728,68.153491,33.336247,32.32406,2472,1521,1247,1.06624166666667,12.0931062436227
"SORBS1","Sorbs1",233.107537,176.486472,179.519931,5774,4609,3451,196.371313333333,7.715744,6.299578,4.469227,529,407,325,0.181354333333333,167.072069542782
"SORBS2","Sorbs2",86.263472,90.086441,92.019745,4708,3743,3365,89.4565526666667,528.81968,275.021986,281.962616,13143,9917,7709,0,90.4565526666667
"SORBS3","Sorbs3",3.308169,3.067739,2.944883,334,295,208,3.10693033333333,111.736951,85.193609,53.730455,673,582,549,3.03519466666667,1.01777749838422
"SORCS1","Sorcs1",0.012828,0.022421,0.017948,3,4,3,0.0177323333333333,0.784725,0.360776,0.546336,71,48,32,0,1.01773233333333
"SORCS2","Sorcs2",0.88786,0.972336,1.383359,142,185,161,1.081185,0.154644,0.314423,0.15927,20,12,14,0,2.081185
"SORCS3","Sorcs3",0,0,0,0,0,0,0,0.520823,0.394435,1.94137,62,45,49,0,1
"SORD","Sord",24.366364,25.722316,26.409885,1786,1755,1396,25.4995216666667,12.746474,10.246193,7.954676,611,552,431,0,26.4995216666667
"SORL1","Sorl1",5.162592,0.74181,3.527627,169,150,130,3.14400966666667,2.407951,3.270114,1.925972,440,340,269,0,4.14400966666667
"SORT1","Sort1",1.896469,1.860423,2.46444,424,395,399,2.07377733333333,13.670415,12.512792,10.836954,1579,1217,1070,0,3.07377733333333
"SOS1","Sos1",0.966481,0.827403,1.081439,275,213,223,0.958441,6.217134,1.985121,6.09018,363,296,219,0,1.958441
"SOS2","Sos2",5.120784,5.71086,9.700167,527,463,457,6.843937,5.44017,4.219937,2.590987,434,355,241,1.04608966666667,3.83362329021423
"SOST","Sost",0.016351,0.093267,0.095921,1,6,4,0.068513,0,0.113278,0.022391,0,5,1,0.154385666666667,0.925611804489372
"SOSTDC1","Sostdc1",0.018427,0.060056,0.025621,1,3,1,0.0347013333333333,0,0.069242,0,0,2,0,0,1.03470133333333
"SOWAHA","Sowaha",0.028147,0.049861,0.029595,3,6,2,0.0358676666666667,0,0,0.016858,0,0,1,1.815982,0.367853085235157
"SOWAHB","Sowahb",0.00808,0,0,1,0,0,0.00269333333333333,0.023312,0,0.024732,2,0,2,0.0668816666666667,0.939835564394052
"SOWAHC","Sowahc",0.132179,0.092631,0.147185,20,13,16,0.123998333333333,0.353314,0.538353,0.319689,28,43,26,0,1.12399833333333
"SOWAHD","Sowahd",0,0,0,0,0,0,0,0.030119,0,0,1,0,0,0.198437666666667,0.834419701427942
"SOX1","Sox1",0,0,0,0,0,0,0,0.011196,0,0,1,0,0,0,1
"SOX10","Sox10",0.254942,0.129188,0.23877,12,7,13,0.207633333333333,0.049403,0,0.211586,2,0,2,0.504018,0.80293808540412
"SOX11","Sox11",0,0,0,0,0,0,0,2.245203,1.653248,1.70334,382,280,292,0,1
"SOX12","Sox12",1.142235,0.984329,1.095946,151,134,101,1.07417,5.024719,4.746476,4.850583,510,429,451,0,2.07417
"SOX13","Sox13",2.182147,1.858619,3.286639,156,131,149,2.44246833333333,1.647644,0.875776,0.971903,70,64,57,33.063895,0.101059151730398
"SOX14","Sox14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SOX15","Sox15",0,0,0,0,0,0,0,0.411559,0.421073,0.532695,11,8,11,0.0297573333333333,0.971102576917798
"SOX17","Sox17",3.039847,1.968591,0.966683,93,85,47,1.991707,0.324202,0.645825,0.219851,14,25,9,0.0270203333333333,2.91299685400581
"SOX18","Sox18",4.869816,5.509536,3.815833,217,282,107,4.73172833333333,0.15082,0.037381,0.033985,5,1,1,0,5.73172833333333
"SOX2","Sox2",0.030857,0,0,2,0,0,0.0102856666666667,0.021391,0,0,1,0,0,0.132573,0.892026974567349
"SOX21","Sox21",0.009002,0,0,1,0,0,0.00300066666666667,0.018699,0,0,1,0,0,0.671193333333333,0.60017033736372
"SOX3","Sox3",0,0,0,0,0,0,0,0.136669,0.157924,0.100318,6,6,4,3.833171,0.206903500827924
"SOX30","Sox30",0.035238,0.058465,0.083719,3,5,5,0.0591406666666667,0.019325,0.039831,0,1,2,0,7.292028,0.127729991585492
"SOX4","Sox4",0.904698,0.650315,1.217586,136,100,124,0.924199666666667,3.942159,3.646127,3.271784,369,326,299,0.067796,1.80202928899028
"SOX5","Sox5",0.073916,0.314144,0.241497,18,22,14,0.209852333333333,0.168871,0.080229,0.121703,6,4,5,0.736672666666667,0.696649608504232
"SOX6","Sox6",1.173717,3.935618,5.397957,208,169,159,3.50243066666667,1.203187,0.287337,0.319886,77,50,38,0.08021,4.16810681873586
"SOX7","Sox7",2.219832,2.494562,2.544206,243,258,199,2.41953333333333,0.202688,0.105401,0.062579,13,7,4,0.0184093333333333,3.35771994757838
"SOX8","Sox8",0.010107,0.116471,0.068707,1,5,4,0.065095,0.029994,0.034149,0.065517,2,2,4,2.236218,0.329117197914356
"SOX9","Sox9",0.195562,0.097814,0.139966,26,13,13,0.144447333333333,1.203163,1.312155,1.032622,91,96,77,0.141349666666667,1.00271403826289
"SP1","Sp1",15.037614,13.764253,6.012721,565,469,391,11.6048626666667,3.677807,2.423135,1.786405,544,383,278,0.046607,12.0435489793845
"SP100","Sp100",5.066035,8.574098,6.186253,227,314,183,6.60879533333333,5.961622,5.441721,3.395943,71,57,42,0,7.60879533333333
"SP110","Sp110",1.083382,1.61393,1.099101,52,65,49,1.265471,3.167717,0.747683,1.109932,31,22,22,0,2.265471
"SP2","Sp2",1.181049,1.003132,1.082248,121,96,77,1.08880966666667,5.939096,6.446526,2.423733,232,168,152,0,2.08880966666667
"SP3","Sp3",5.529351,4.947802,6.729004,469,383,432,5.73538566666667,6.526581,4.468258,2.481329,336,265,190,0.105653333333333,6.09176987361922
"SP4","Sp4",1.032456,1.779401,1.012982,132,101,117,1.27494633333333,1.141395,1.469488,0.351675,52,34,26,0.653199333333333,1.37608713448146
"SP5","Sp5",0,0,0,0,0,0,0,0,0,0,0,0,0,0.108346,0.90224532772257
"SP6","Sp6",0,0.008351,0.023956,0,1,2,0.010769,0.126783,0.138146,0.099158,11,11,8,0,1.010769
"SP7","Sp7",0,0,0.014601,0,0,1,0.004867,0,0,0,0,0,0,0.550870333333333,0.647937469949669
"SP8","Sp8",0,0,0,0,0,0,0,0,0,0,0,0,0,0.136627,0.879796098456222
"SP9","Sp9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPA17","Spa17",1.869148,1.754267,1.151388,27,19,12,1.591601,3.192346,2.691942,2.076392,39,44,29,0.0601496666666667,2.44456144399737
"SPAAR","Spaar",0.650334,0.5503,0.417283,71,52,35,0.539305666666667,1.209115,0.869504,0.421555,3,3,2,0.173630666666667,1.31157587338663
"SPACA1","Spaca1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPACA3","Spaca3",0,0,0,0,0,0,0,0.119931,0.063013,0,2,1,0,0.0690643333333333,0.935397402027256
"SPACA4","Spaca4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPACA5B","Spaca5",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672733333333333,0.993317621255938
"SPACA6","Spaca6",7.56404,5.71152,7.068699,69,49,30,6.78141966666667,11.202814,8.671735,8.143867,121,90,86,0.0399173333333333,7.4827290759009
"SPACA7","Spaca7",0,0,0,0,0,0,0,0.196084,0,0,2,0,0,0,1
"SPACA9","Spaca9",0.227189,0,0,2,0,0,0.0757296666666667,2.214799,1.381188,1.968486,71,54,57,0,1.07572966666667
"SPAG1","Spag1",0.149359,0.195804,0.307185,16,10,10,0.217449333333333,1.783309,0.987657,0.903451,27,32,22,0,1.21744933333333
"SPAG16","Spag16",0,0,0,0,0,0,0,9.274319,15.320111,8.432051,135,203,149,0.0822393333333333,0.924010031052897
"SPAG17","Spag17",0,0,0.005475,0,0,1,0.001825,0,0,0,0,0,0,0.066095,0.939714565775095
"SPAG4","Spag4",0.05315,0.105177,0.363095,5,4,4,0.173807333333333,2.97115,0.935627,2.479438,33,11,19,1.77226733333333,0.423410584982064
"SPAG5","Spag5",0.149883,0.518185,0.23264,5,11,10,0.300236,23.209989,22.773641,13.744397,353,272,187,4.58299433333333,0.2328922299342
"SPAG6","Spag6",0.072418,0.013908,0.035306,1,1,2,0.040544,0,0,0,0,0,0,1.01356366666667,0.516767369825737
"SPAG7","Spag7",30.686753,35.051912,36.515421,538,560,448,34.0846953333333,85.670198,71.204323,68.086909,1419,1180,1011,18.1847703333333,1.82877849063296
"SPAG8","Spag8",0.09798,0,0.069021,2,0,2,0.055667,1.604526,0.984925,0.934454,24,16,16,0.184475,0.891253086810612
"SPAG9","Spag9",14.260574,15.34376,15.503403,2597,2377,2006,15.0359123333333,39.98509,10.568724,11.857988,640,455,318,0.021866,15.6927741341167
"SPAM1","Hyal5",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322973333333333,0.968713148537308
"SPARC","Sparc",46.05708,50.242719,54.084419,3093,3143,2513,50.1280726666667,453.630497,363.691965,229.912633,3326,3481,2855,0,51.1280726666667
"SPARCL1","Sparcl1",40.269453,38.50232,42.893141,3417,3037,2528,40.5549713333333,0,0,0.040692,0,0,2,0.0310813333333333,40.3023214463521
"SPAST","Spast",3.652822,5.005208,5.605861,325,348,231,4.75463033333333,2.525185,1.1341,0.722281,93,75,51,0,5.75463033333333
"SPATA1","Spata1",1.236776,0.764504,0.525782,30,19,6,0.842354,1.285673,1.873068,0.481273,5,8,2,0.07586,1.71244771624561
"SPATA13","Spata13",1.329694,2.017545,1.414324,182,147,167,1.58718766666667,0.257275,0.355909,0.174702,35,28,21,0.180868333333333,2.19091967633987
"SPATA16","Spata16",0,0,0,0,0,0,0,0,0,0,0,0,0,0.169580333333333,0.855007536891438
"SPATA17","Spata17",0.191626,0.100536,0.649071,3,4,8,0.313744333333333,0.173274,1.372104,0.165433,3,8,3,3.47944366666667,0.293282923303497
"SPATA18","Spata18",0.032557,0.063074,0,2,3,0,0.031877,1.006973,0.973441,0.748505,78,73,56,0,1.031877
"SPATA19","Spata19",0,0,0.080821,0,0,1,0.0269403333333333,0,0.225782,0,0,2,0,0.0389403333333333,0.988449769813538
"SPATA2","Spata2",1.059525,1.466928,1.780727,145,154,146,1.43572666666667,2.063863,1.208606,1.297066,179,102,108,0,2.43572666666667
"SPATA20","Spata20",0.092417,0.024469,0,5,2,0,0.038962,24.567802,18.552571,15.109465,1003,811,588,0.495006,0.694955070414433
"SPATA21","Spata21",0.011761,0,0,1,0,0,0.00392033333333333,0.122129,0,0.0507,3,0,1,2.017024,0.332751855249853
"SPATA22","Spata22",0,0,0,0,0,0,0,0.051386,2.362575,2.347377,1,3,1,9.10730666666667,0.0989383258052261
"SPATA24","Spata24",1.840748,1.62084,3.485845,18,16,24,2.315811,3.324327,5.11057,3.390956,30,31,31,0.042128,3.18176941796017
"SPATA25","Spata25",0,0,0,0,0,0,0,3.610303,2.131353,2.302669,45,25,27,0,1
"SPATA2L","Spata2l",0.618866,0.555454,0.660866,44,44,35,0.611728666666667,1.117158,1.02601,0.930486,57,48,30,0.0857923333333333,1.48438022371988
"SPATA3","Spata3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPATA31A7","Spata31",0,0,0,0,0,0,0,0.256219,0,0.135493,2,0,1,0,1
"SPATA32","Spata32",0,0,0,0,0,0,0,0.082435,0,0,2,0,0,0.303756,0.767014686797223
"SPATA33","Spata33",12.571464,11.008331,17.887301,66,80,77,13.8223653333333,2.961263,2.188982,1.505966,49,46,34,0,14.8223653333333
"SPATA4","Spata4",0,0,0,0,0,0,0,0.082099,0.051555,0.053284,2,1,1,0,1
"SPATA45","Spata45",0,0,0,0,0,0,0,0.342677,0.174826,0,2,1,0,13.6901403333333,0.0680728691019312
"SPATA46","Spata46",0,0,0,0,0,0,0,0.249225,0,0,2,0,0,0,1
"SPATA48","Spata48",0.060107,0.113017,0,1,4,0,0.057708,0,0,0,0,0,0,0,1.057708
"SPATA5","Spata5",4.197854,5.50735,8.287017,79,78,70,5.997407,0.418783,0.328298,0.321602,61,47,47,0.0189096666666667,6.86754403154483
"SPATA6","Spata6",17.775108,7.590548,9.637092,75,90,52,11.6675826666667,6.356866,1.122988,4.024753,30,30,22,0.199305333333333,10.5624333642031
"SPATA7","Spata7",0.892537,0.894106,0.675781,46,43,28,0.820808,4.125654,2.139567,1.789576,106,81,56,0.0758476666666667,1.69244034858714
"SPATA9","Spata9",0.073068,0,0.050672,2,0,1,0.0412466666666667,0.383926,0.770653,0.102444,5,11,2,19.2460856666667,0.0514295298266462
"SPATC1","Spatc1",0,0,0,0,0,0,0,0.756469,0.294971,0.315979,31,13,14,0,1
"SPATC1L","Spatc1l",0,0,0,0,0,0,0,5.188915,5.664527,4.726299,126,122,104,3.417654,0.22636449119827
"SPATS1","Spats1",0.169994,0.116247,0.017283,7,5,1,0.101174666666667,0.062905,0.025323,0.03034,5,2,3,0,1.10117466666667
"SPATS2","Spats2",0.979355,1.304786,2.227785,53,61,66,1.50397533333333,15.855066,15.656067,8.935721,329,317,238,0,2.50397533333333
"SPATS2L","Spats2l",2.816805,3.785885,4.177766,77,74,68,3.59348533333333,26.329444,16.325171,13.213734,446,360,270,0,4.59348533333333
"SPC24","Spc24",2.014029,2.52023,1.772718,30,31,16,2.10232566666667,10.453555,10.573685,9.523414,199,194,159,0,3.10232566666667
"SPC25","Spc25",0.46007,0.133897,0.128389,10,4,2,0.240785333333333,4.028712,4.703553,1.46361,68,107,31,0,1.24078533333333
"SPCS1","Spcs1",24.01991,25.375111,28.4904,380,365,312,25.961807,23.566083,34.318096,23.005588,413,526,381,0.0161293333333333,26.5338339476471
"SPCS2","Spcs2",12.945933,11.764637,10.950705,305,272,226,11.8870916666667,226.322161,204.617416,201.028494,523,534,479,0.0141583333333333,12.7071791879966
"SPCS3","Spcs3",5.487416,5.640247,5.854128,610,575,466,5.660597,10.277262,6.567154,7.74833,452,448,411,0.01491,6.56274645042418
"SPDEF","Spdef",0,0,0.047313,0,0,1,0.015771,0.049267,0,0.026665,2,0,1,0,1.015771
"SPDL1","Spdl1",0.038959,0.036724,0.035798,3,2,2,0.0371603333333333,6.787565,7.331535,3.303779,190,197,145,0,1.03716033333333
"SPDYA","Spdya",0.016735,0,0.023824,1,0,1,0.0135196666666667,1.366926,0.457895,0.161593,16,5,2,0.277894666666667,0.793116751406741
"SPECC1","Specc1",0.617132,0.218527,0.422404,50,31,30,0.419354333333333,24.785992,25.346389,12.3903,449,415,301,0,1.41935433333333
"SPECC1L","Specc1l",3.522323,5.200794,3.626415,665,614,521,4.11651066666667,6.819577,3.986991,3.183681,783,513,428,0,5.11651066666667
"SPEF1","Spef1",1.612192,1.326707,1.13525,72,71,39,1.35804966666667,0.048069,0.033225,0,2,1,0,0.0227923333333333,2.30550189888661
"SPEF2","Spef2",0.007547,0,0,1,0,0,0.00251566666666667,0.771082,0.803306,0.498066,48,34,37,0.0369896666666667,0.966755695733387
"SPEG","Speg",15.645989,14.831936,12.302928,1885,1938,1329,14.2602843333333,62.394556,51.262393,45.921109,4576,3150,2763,0.093805,13.9515583978253
"SPEM1","Spem1",0,0,0,0,0,0,0,0,0,0,0,0,0,3.80449766666667,0.208138304850878
"SPEM2","Spem2",0.019171,0,0,1,0,0,0.00639033333333333,0,0,0,0,0,0,0.320735333333333,0.761992435527078
"SPEN","Spen",2.047634,3.220855,1.593117,420,459,391,2.287202,6.814174,4.940202,3.722198,438,287,201,0,3.287202
"SPESP1","Spesp1",0,0,0,0,0,0,0,0.045849,0,0,1,0,0,0.213417666666667,0.824118543408933
"SPG11","Spg11",0.793294,0.748019,1.015074,201,184,192,0.852129,35.934125,23.327918,18.816108,657,441,323,0.083274,1.70975118021849
"SPG21","Spg21",2.14823,2.166595,2.33828,106,96,78,2.21770166666667,18.723072,18.564785,13.273746,499,493,372,0.0718286666666667,3.00206718362325
"SPG7","Spg7",30.585782,27.414199,34.713014,984,855,772,30.9043316666667,48.978234,31.723743,25.591918,1321,926,817,0.103638333333333,28.9083214156812
"SPHK1","Sphk1",0.248251,0.134914,0.269846,10,9,6,0.217670333333333,1.026066,1.359679,1.047361,42,44,39,0,1.21767033333333
"SPHK2","Sphk2",4.123258,2.895998,3.018413,142,121,105,3.34588966666667,5.095638,2.854123,2.535017,205,123,104,0,4.34588966666667
"SPHKAP","Sphkap",0,0.005449,0.007188,0,1,1,0.00421233333333333,17.626787,10.697503,8.260865,1427,965,761,0,1.00421233333333
"SPI1","Spi1",1.489524,1.088052,2.34514,27,24,27,1.64090533333333,0,0.272544,0.07991,0,6,2,1.61386333333333,1.01034560592941
"SPIB","Spib",0.064477,0.212712,0.172147,3,9,6,0.149778666666667,0.412873,0.110783,0.048672,10,7,3,0.238557333333333,0.928320906689288
"SPIC","Spic",0,0,0.039844,0,0,1,0.0132813333333333,0,0.04983,0.051697,0,1,1,0.0156223333333333,0.997695009332537
"SPICE1","Spice1",1.890628,2.063674,1.770678,68,55,43,1.90832666666667,1.637005,0.830131,0.842687,64,22,28,0.825642666666667,1.59304266917513
"SPIDR","Spidr",0.237448,0.231451,0.187341,27,22,14,0.218746666666667,22.546134,21.856665,16.468495,191,149,124,0,1.21874666666667
"SPIN1","Spin1",2.876551,2.994988,2.905577,395,391,285,2.92570533333333,12.513184,7.340908,5.806004,678,570,422,0.151930666666667,3.40793543129911
"SPIN4","Spin4",0.113706,0.1176,0.142324,13,11,12,0.124543333333333,0.553307,0.221515,0.35734,32,14,23,0.045393,1.07571347171191
"SPINDOC","Spindoc",2.454615,3.163558,3.984437,81,83,68,3.20087,9.732623,7.518283,7.493953,322,228,206,0,4.20087
"SPINK1","Spink1",0,0,0,0,0,0,0,2.524794,12.586685,0.473534,7,12,3,0.039608,0.96190102423221
"SPINK13","Spink13",0,0,0,0,0,0,0,0.117328,0,0,1,0,0,0,1
"SPINK2","Spink2",0,0,0,0,0,0,0,0.231533,0,0,1,0,0,0.178418,0.848595320166528
